n=4 k=16 degree 32: 5576 rows, rank 3661, open orders 5
n=4 k=16 degree 31: 5984 rows, rank 3875, open orders 1
n=4 k=16 degree 30: 5456 rows, rank 3876, open orders 0
series n=4 k=16 (below, 0.0s): delta [30, 31, 31, 32, 31, 32, 32, 33, 31, 32, 32, 33, 32, 33, 33, 34] formula-mismatch orders []
n=5 k=1 degree 5: 1 rows, rank 1, open orders 0
series n=5 k=1 (above, 0.0s): delta [5] formula-mismatch orders []
n=5 k=2 degree 7: 5 rows, rank 5, open orders 1
n=5 k=2 degree 6: 25 rows, rank 6, open orders 0
series n=5 k=2 (above, 0.0s): delta [6, 7] formula-mismatch orders []
n=5 k=3 degree 9: 15 rows, rank 15, open orders 2
n=5 k=3 degree 8: 75 rows, rank 21, open orders 0
series n=5 k=3 (above, 0.0s): delta [8, 8, 9] formula-mismatch orders []
n=5 k=4 degree 11: 35 rows, rank 35, open orders 3
n=5 k=4 degree 10: 175 rows, rank 55, open orders 1
n=5 k=4 degree 9: 365 rows, rank 56, open orders 0
series n=5 k=4 (above, 0.0s): delta [9, 10, 10, 11] formula-mismatch orders []
n=5 k=5 degree 13: 70 rows, rank 70, open orders 4
n=5 k=5 degree 12: 350 rows, rank 121, open orders 1
n=5 k=5 degree 11: 735 rows, rank 126, open orders 0
series n=5 k=5 (above, 0.0s): delta [12, 11, 12, 12, 13] formula-mismatch orders []
n=5 k=6 degree 15: 126 rows, rank 126, open orders 5
n=5 k=6 degree 14: 630 rows, rank 236, open orders 2
n=5 k=6 degree 13: 1330 rows, rank 252, open orders 0
series n=5 k=6 (above, 0.0s): delta [13, 14, 13, 14, 14, 15] formula-mismatch orders []
n=5 k=7 degree 17: 210 rows, rank 210, open orders 6
n=5 k=7 degree 16: 1050 rows, rank 421, open orders 3
n=5 k=7 degree 15: 2226 rows, rank 462, open orders 0
series n=5 k=7 (above, 0.0s): delta [15, 15, 16, 15, 16, 16, 17] formula-mismatch orders []
n=5 k=8 degree 19: 330 rows, rank 330, open orders 7
n=5 k=8 degree 18: 1650 rows, rank 701, open orders 4
n=5 k=8 degree 17: 3510 rows, rank 791, open orders 1
n=5 k=8 degree 16: 4350 rows, rank 792, open orders 0
series n=5 k=8 (base, 0.0s): delta [16, 17, 17, 18, 17, 18, 18, 19] formula-mismatch orders []
n=5 k=9 degree 21: 495 rows, rank 495, open orders 8
n=5 k=9 degree 20: 2475 rows, rank 1106, open orders 4
n=5 k=9 degree 19: 5280 rows, rank 1282, open orders 1
n=5 k=9 degree 18: 6600 rows, rank 1287, open orders 0
series n=5 k=9 (base, 0.0s): delta [20, 18, 19, 19, 20, 19, 20, 20, 21] formula-mismatch orders []
n=5 k=10 degree 23: 715 rows, rank 715, open orders 9
n=5 k=10 degree 22: 3575 rows, rank 1671, open orders 5
n=5 k=10 degree 21: 7645 rows, rank 1987, open orders 1
n=5 k=10 degree 20: 9625 rows, rank 2002, open orders 0
series n=5 k=10 (base, 0.0s): delta [21, 22, 20, 21, 21, 22, 21, 22, 22, 23] formula-mismatch orders []
n=5 k=11 degree 25: 1001 rows, rank 1001, open orders 10
n=5 k=11 degree 24: 5005 rows, rank 2436, open orders 6
n=5 k=11 degree 23: 10725 rows, rank 2968, open orders 1
n=5 k=11 degree 22: 13585 rows, rank 3003, open orders 0
series n=5 k=11 (base, 0.0s): delta [23, 23, 24, 22, 23, 23, 24, 23, 24, 24, 25] formula-mismatch orders []
n=5 k=12 degree 27: 1365 rows, rank 1365, open orders 11
n=5 k=12 degree 26: 6825 rows, rank 3446, open orders 7
n=5 k=12 degree 25: 14651 rows, rank 4297, open orders 2
n=5 k=12 degree 24: 18655 rows, rank 4368, open orders 0
series n=5 k=12 (base, 0.1s): delta [24, 25, 25, 26, 24, 25, 25, 26, 25, 26, 26, 27] formula-mismatch orders []
n=5 k=13 degree 29: 1820 rows, rank 1820, open orders 12
n=5 k=13 degree 28: 9100 rows, rank 4751, open orders 8
n=5 k=13 degree 27: 19565 rows, rank 6057, open orders 2
n=5 k=13 degree 26: 25025 rows, rank 6188, open orders 0
series n=5 k=13 (base, 0.2s): delta [27, 26, 27, 27, 28, 26, 27, 27, 28, 27, 28, 28, 29] formula-mismatch orders []
n=5 k=14 degree 31: 2380 rows, rank 2380, open orders 13
n=5 k=14 degree 30: 11900 rows, rank 6406, open orders 9
n=5 k=14 degree 29: 25620 rows, rank 8342, open orders 3
n=5 k=14 degree 28: 32900 rows, rank 8568, open orders 0
series n=5 k=14 (base, 0.3s): delta [28, 29, 28, 29, 29, 30, 28, 29, 29, 30, 29, 30, 30, 31] formula-mismatch orders []
n=5 k=15 degree 33: 3060 rows, rank 3060, open orders 14
n=5 k=15 degree 32: 15300 rows, rank 8471, open orders 10
n=5 k=15 degree 31: 32980 rows, rank 11257, open orders 4
n=5 k=15 degree 30: 42500 rows, rank 11628, open orders 0
series n=5 k=15 (base, 0.5s): delta [30, 30, 31, 30, 31, 31, 32, 30, 31, 31, 32, 31, 32, 32, 33] formula-mismatch orders []
n=5 k=16 degree 35: 3876 rows, rank 3876, open orders 15
n=5 k=16 degree 34: 19380 rows, rank 11011, open orders 11
n=5 k=16 degree 33: 41820 rows, rank 14918, open orders 5
n=5 k=16 degree 32: 54060 rows, rank 15503, open orders 1
n=5 k=16 degree 31: 52360 rows, rank 15504, open orders 0
series n=5 k=16 (below, 1.2s): delta [31, 32, 32, 33, 32, 33, 33, 34, 32, 33, 33, 34, 33, 34, 34, 35] formula-mismatch orders []
